Tanggal;Provinsi;Kondisi Penyerta;Total
2021-04-27;SULAWESI SELATAN;Diabetes Melitus;6142
2021-04-30;SULAWESI SELATAN;Diabetes Melitus;6150
2021-05-01;SULAWESI SELATAN;Diabetes Melitus;6152
2021-05-02;SULAWESI SELATAN;Diabetes Melitus;6152
2021-05-04;SULAWESI SELATAN;Diabetes Melitus;6156
2021-05-06;SULAWESI SELATAN;Diabetes Melitus;6158
2021-05-08;SULAWESI SELATAN;Diabetes Melitus;6163
2021-05-10;SULAWESI SELATAN;Diabetes Melitus;6166
2021-05-13;SULAWESI SELATAN;Diabetes Melitus;6170
2021-05-14;SULAWESI SELATAN;Diabetes Melitus;6171
2021-05-16;SULAWESI SELATAN;Diabetes Melitus;6171
2021-05-19;SULAWESI SELATAN;Diabetes Melitus;6180
2021-05-25;SULAWESI SELATAN;Diabetes Melitus;6202
2021-05-26;SULAWESI SELATAN;Diabetes Melitus;6202
2021-05-29;SULAWESI SELATAN;Diabetes Melitus;6211
2021-05-31;SULAWESI SELATAN;Diabetes Melitus;6218
2021-06-02;SULAWESI SELATAN;Diabetes Melitus;6223
2021-06-10;SULAWESI SELATAN;Diabetes Melitus;6259
2021-06-12;SULAWESI SELATAN;Diabetes Melitus;6266
2021-06-13;SULAWESI SELATAN;Diabetes Melitus;6267
2021-03-24;SULAWESI TENGAH;Diabetes Melitus;1102
2021-03-28;SULAWESI TENGAH;Diabetes Melitus;1111
2021-04-07;SULAWESI TENGAH;Diabetes Melitus;1142
2021-04-12;SULAWESI TENGAH;Diabetes Melitus;1158
2021-04-15;SULAWESI TENGAH;Diabetes Melitus;1172
2021-04-16;SULAWESI TENGAH;Diabetes Melitus;1175
2021-04-17;SULAWESI TENGAH;Diabetes Melitus;1182
2021-04-18;SULAWESI TENGAH;Diabetes Melitus;1183
2021-04-19;SULAWESI TENGAH;Diabetes Melitus;1191
2021-04-20;SULAWESI TENGAH;Diabetes Melitus;1192
2021-04-21;SULAWESI TENGAH;Diabetes Melitus;1195
2021-04-22;SULAWESI TENGAH;Diabetes Melitus;1195
2021-04-23;SULAWESI TENGAH;Diabetes Melitus;1199
2021-04-24;SULAWESI TENGAH;Diabetes Melitus;1204
2021-04-25;SULAWESI TENGAH;Diabetes Melitus;1205
2021-04-26;SULAWESI TENGAH;Diabetes Melitus;1209
2021-04-27;SULAWESI TENGAH;Diabetes Melitus;1213
2021-04-30;SULAWESI TENGAH;Diabetes Melitus;1228
2021-05-01;SULAWESI TENGAH;Diabetes Melitus;1230
2021-05-02;SULAWESI TENGAH;Diabetes Melitus;1232
2021-05-04;SULAWESI TENGAH;Diabetes Melitus;1239
2021-05-06;SULAWESI TENGAH;Diabetes Melitus;1247
2021-05-08;SULAWESI TENGAH;Diabetes Melitus;1252
2021-05-10;SULAWESI TENGAH;Diabetes Melitus;1254
2021-05-13;SULAWESI TENGAH;Diabetes Melitus;1267
2021-05-14;SULAWESI TENGAH;Diabetes Melitus;1268
2021-05-16;SULAWESI TENGAH;Diabetes Melitus;1269
2021-05-19;SULAWESI TENGAH;Diabetes Melitus;1272
2021-05-25;SULAWESI TENGAH;Diabetes Melitus;1280
2021-05-26;SULAWESI TENGAH;Diabetes Melitus;1282
2021-05-29;SULAWESI TENGAH;Diabetes Melitus;1288
2021-05-31;SULAWESI TENGAH;Diabetes Melitus;1290
2021-06-02;SULAWESI TENGAH;Diabetes Melitus;1293
2021-06-10;SULAWESI TENGAH;Diabetes Melitus;1305
2021-06-12;SULAWESI TENGAH;Diabetes Melitus;1307
2021-06-13;SULAWESI TENGAH;Diabetes Melitus;1308
2021-03-24;SULAWESI TENGGARA;Diabetes Melitus;1023
2021-03-28;SULAWESI TENGGARA;Diabetes Melitus;1025
2021-04-07;SULAWESI TENGGARA;Diabetes Melitus;1030
2021-04-12;SULAWESI TENGGARA;Diabetes Melitus;1032
2021-04-15;SULAWESI TENGGARA;Diabetes Melitus;1033
2021-04-16;SULAWESI TENGGARA;Diabetes Melitus;1033
2021-04-17;SULAWESI TENGGARA;Diabetes Melitus;1034
2021-04-18;SULAWESI TENGGARA;Diabetes Melitus;1035
2021-04-19;SULAWESI TENGGARA;Diabetes Melitus;1035
2021-04-20;SULAWESI TENGGARA;Diabetes Melitus;1036
2021-04-21;SULAWESI TENGGARA;Diabetes Melitus;1036
2021-04-22;SULAWESI TENGGARA;Diabetes Melitus;1037
2021-04-23;SULAWESI TENGGARA;Diabetes Melitus;1038
2021-04-24;SULAWESI TENGGARA;Diabetes Melitus;1039
2021-04-25;SULAWESI TENGGARA;Diabetes Melitus;1039
2021-04-26;SULAWESI TENGGARA;Diabetes Melitus;1039
2021-04-27;SULAWESI TENGGARA;Diabetes Melitus;1040
2021-04-30;SULAWESI TENGGARA;Diabetes Melitus;1042
2021-05-01;SULAWESI TENGGARA;Diabetes Melitus;1043
2021-05-02;SULAWESI TENGGARA;Diabetes Melitus;1043
2021-05-04;SULAWESI TENGGARA;Diabetes Melitus;1043
2021-05-06;SULAWESI TENGGARA;Diabetes Melitus;1044
2021-05-08;SULAWESI TENGGARA;Diabetes Melitus;1045
2021-05-10;SULAWESI TENGGARA;Diabetes Melitus;1046
2021-05-13;SULAWESI TENGGARA;Diabetes Melitus;1047
2021-05-14;SULAWESI TENGGARA;Diabetes Melitus;1047
2021-05-16;SULAWESI TENGGARA;Diabetes Melitus;1047
2021-05-19;SULAWESI TENGGARA;Diabetes Melitus;1048
2021-05-25;SULAWESI TENGGARA;Diabetes Melitus;1050
2021-05-26;SULAWESI TENGGARA;Diabetes Melitus;1050
2021-05-29;SULAWESI TENGGARA;Diabetes Melitus;1051
2021-05-31;SULAWESI TENGGARA;Diabetes Melitus;1052
2021-06-02;SULAWESI TENGGARA;Diabetes Melitus;1052
2021-06-10;SULAWESI TENGGARA;Diabetes Melitus;1057
2021-06-12;SULAWESI TENGGARA;Diabetes Melitus;1059
2021-06-13;SULAWESI TENGGARA;Diabetes Melitus;1060
2021-03-24;SULAWESI UTARA;Diabetes Melitus;1528
2021-03-28;SULAWESI UTARA;Diabetes Melitus;1535
2021-04-07;SULAWESI UTARA;Diabetes Melitus;1540
2021-04-12;SULAWESI UTARA;Diabetes Melitus;1543
2021-04-15;SULAWESI UTARA;Diabetes Melitus;1547
2021-04-16;SULAWESI UTARA;Diabetes Melitus;1548
2021-04-17;SULAWESI UTARA;Diabetes Melitus;1548
2021-04-18;SULAWESI UTARA;Diabetes Melitus;1548
2021-04-19;SULAWESI UTARA;Diabetes Melitus;1549
2021-04-20;SULAWESI UTARA;Diabetes Melitus;1549
2021-04-21;SULAWESI UTARA;Diabetes Melitus;1549
2021-04-22;SULAWESI UTARA;Diabetes Melitus;1551
2021-04-23;SULAWESI UTARA;Diabetes Melitus;1558
2021-04-24;SULAWESI UTARA;Diabetes Melitus;1559
2021-04-25;SULAWESI UTARA;Diabetes Melitus;1563
2021-04-26;SULAWESI UTARA;Diabetes Melitus;1563
2021-04-27;SULAWESI UTARA;Diabetes Melitus;1564
2021-04-30;SULAWESI UTARA;Diabetes Melitus;1565
2021-05-01;SULAWESI UTARA;Diabetes Melitus;1566
2021-05-02;SULAWESI UTARA;Diabetes Melitus;1566
2021-05-04;SULAWESI UTARA;Diabetes Melitus;1566
2021-05-06;SULAWESI UTARA;Diabetes Melitus;1567
2021-05-08;SULAWESI UTARA;Diabetes Melitus;1568
2021-05-10;SULAWESI UTARA;Diabetes Melitus;1568
2021-05-13;SULAWESI UTARA;Diabetes Melitus;1572
2021-05-14;SULAWESI UTARA;Diabetes Melitus;1572
2021-05-16;SULAWESI UTARA;Diabetes Melitus;1572
2021-05-19;SULAWESI UTARA;Diabetes Melitus;1573
2021-05-25;SULAWESI UTARA;Diabetes Melitus;1576
2021-05-26;SULAWESI UTARA;Diabetes Melitus;1576
2021-05-29;SULAWESI UTARA;Diabetes Melitus;1577
2021-05-31;SULAWESI UTARA;Diabetes Melitus;1577
2021-06-02;SULAWESI UTARA;Diabetes Melitus;1578
2021-06-10;SULAWESI UTARA;Diabetes Melitus;1584
2021-06-12;SULAWESI UTARA;Diabetes Melitus;1586
2021-06-13;SULAWESI UTARA;Diabetes Melitus;1586
2021-03-24;SUMATERA BARAT;Diabetes Melitus;3101
2021-03-28;SUMATERA BARAT;Diabetes Melitus;3146
2021-04-07;SUMATERA BARAT;Diabetes Melitus;3244
2021-04-12;SUMATERA BARAT;Diabetes Melitus;3313
2021-04-15;SUMATERA BARAT;Diabetes Melitus;3356
2021-04-16;SUMATERA BARAT;Diabetes Melitus;3373
2021-04-17;SUMATERA BARAT;Diabetes Melitus;3393
2021-04-18;SUMATERA BARAT;Diabetes Melitus;3414
2021-04-19;SUMATERA BARAT;Diabetes Melitus;3423
2021-04-20;SUMATERA BARAT;Diabetes Melitus;3440
2021-04-21;SUMATERA BARAT;Diabetes Melitus;3492
2021-04-22;SUMATERA BARAT;Diabetes Melitus;3520
2021-04-23;SUMATERA BARAT;Diabetes Melitus;3543
2021-04-24;SUMATERA BARAT;Diabetes Melitus;3573
2021-04-25;SUMATERA BARAT;Diabetes Melitus;3596
2021-04-26;SUMATERA BARAT;Diabetes Melitus;3606
2021-04-27;SUMATERA BARAT;Diabetes Melitus;3627
2021-04-30;SUMATERA BARAT;Diabetes Melitus;3693
2021-05-01;SUMATERA BARAT;Diabetes Melitus;3711
2021-05-02;SUMATERA BARAT;Diabetes Melitus;3738
2021-05-04;SUMATERA BARAT;Diabetes Melitus;3758
2021-05-06;SUMATERA BARAT;Diabetes Melitus;3826
2021-05-08;SUMATERA BARAT;Diabetes Melitus;3884
2021-05-10;SUMATERA BARAT;Diabetes Melitus;3934
2021-05-13;SUMATERA BARAT;Diabetes Melitus;4011
2021-05-14;SUMATERA BARAT;Diabetes Melitus;4011
2021-05-16;SUMATERA BARAT;Diabetes Melitus;4025
2021-05-19;SUMATERA BARAT;Diabetes Melitus;4090
2021-05-25;SUMATERA BARAT;Diabetes Melitus;4272
2021-05-26;SUMATERA BARAT;Diabetes Melitus;4301
2021-05-29;SUMATERA BARAT;Diabetes Melitus;4386
2021-05-31;SUMATERA BARAT;Diabetes Melitus;4426
2021-06-02;SUMATERA BARAT;Diabetes Melitus;4467
2021-06-10;SUMATERA BARAT;Diabetes Melitus;4700
2021-06-12;SUMATERA BARAT;Diabetes Melitus;4751
2021-06-13;SUMATERA BARAT;Diabetes Melitus;4777
2021-03-24;SUMATERA SELATAN;Diabetes Melitus;1705
2021-03-28;SUMATERA SELATAN;Diabetes Melitus;1744
2021-04-07;SUMATERA SELATAN;Diabetes Melitus;1819
2021-04-12;SUMATERA SELATAN;Diabetes Melitus;1857
2021-04-15;SUMATERA SELATAN;Diabetes Melitus;1877
2021-04-16;SUMATERA SELATAN;Diabetes Melitus;1884
2021-04-17;SUMATERA SELATAN;Diabetes Melitus;1897
2021-04-18;SUMATERA SELATAN;Diabetes Melitus;1907
2021-04-19;SUMATERA SELATAN;Diabetes Melitus;1918
2021-04-20;SUMATERA SELATAN;Diabetes Melitus;1928
2021-04-21;SUMATERA SELATAN;Diabetes Melitus;1939
2021-04-22;SUMATERA SELATAN;Diabetes Melitus;1951
2021-04-23;SUMATERA SELATAN;Diabetes Melitus;1961
2021-04-24;SUMATERA SELATAN;Diabetes Melitus;1973
2021-04-25;SUMATERA SELATAN;Diabetes Melitus;1988
2021-04-26;SUMATERA SELATAN;Diabetes Melitus;1998
2021-04-27;SUMATERA SELATAN;Diabetes Melitus;2007
2021-04-30;SUMATERA SELATAN;Diabetes Melitus;2045
2021-05-01;SUMATERA SELATAN;Diabetes Melitus;2060
2021-05-02;SUMATERA SELATAN;Diabetes Melitus;2073
2021-05-04;SUMATERA SELATAN;Diabetes Melitus;2095
2021-05-06;SUMATERA SELATAN;Diabetes Melitus;2121
2021-05-08;SUMATERA SELATAN;Diabetes Melitus;2150
2021-05-10;SUMATERA SELATAN;Diabetes Melitus;2177
2021-05-13;SUMATERA SELATAN;Diabetes Melitus;2210
2021-05-14;SUMATERA SELATAN;Diabetes Melitus;2216
2021-05-16;SUMATERA SELATAN;Diabetes Melitus;2231
2021-05-19;SUMATERA SELATAN;Diabetes Melitus;2256
2021-05-25;SUMATERA SELATAN;Diabetes Melitus;2344
2021-05-26;SUMATERA SELATAN;Diabetes Melitus;2359
2021-05-29;SUMATERA SELATAN;Diabetes Melitus;2407
2021-05-31;SUMATERA SELATAN;Diabetes Melitus;2433
2021-06-02;SUMATERA SELATAN;Diabetes Melitus;2461
2021-06-10;SUMATERA SELATAN;Diabetes Melitus;2576
2021-06-12;SUMATERA SELATAN;Diabetes Melitus;2607
2021-06-13;SUMATERA SELATAN;Diabetes Melitus;2622
2021-03-24;SUMATERA UTARA;Diabetes Melitus;2682
2021-03-28;SUMATERA UTARA;Diabetes Melitus;2712
2021-04-07;SUMATERA UTARA;Diabetes Melitus;2785
2021-04-12;SUMATERA UTARA;Diabetes Melitus;2822
2021-04-15;SUMATERA UTARA;Diabetes Melitus;2842
2021-04-16;SUMATERA UTARA;Diabetes Melitus;2848
2021-04-17;SUMATERA UTARA;Diabetes Melitus;2854
2021-04-18;SUMATERA UTARA;Diabetes Melitus;2861
2021-04-19;SUMATERA UTARA;Diabetes Melitus;2867
2021-04-20;SUMATERA UTARA;Diabetes Melitus;2874
2021-04-21;SUMATERA UTARA;Diabetes Melitus;2881
2021-04-22;SUMATERA UTARA;Diabetes Melitus;2888
2021-04-23;SUMATERA UTARA;Diabetes Melitus;2894
2021-04-24;SUMATERA UTARA;Diabetes Melitus;2900
2021-04-25;SUMATERA UTARA;Diabetes Melitus;2907
2021-04-26;SUMATERA UTARA;Diabetes Melitus;2914
2021-04-27;SUMATERA UTARA;Diabetes Melitus;2920
2021-04-30;SUMATERA UTARA;Diabetes Melitus;2940
2021-05-01;SUMATERA UTARA;Diabetes Melitus;2946
2021-05-02;SUMATERA UTARA;Diabetes Melitus;2952
2021-05-04;SUMATERA UTARA;Diabetes Melitus;2965
2021-05-06;SUMATERA UTARA;Diabetes Melitus;2981
2021-05-08;SUMATERA UTARA;Diabetes Melitus;2998
2021-05-10;SUMATERA UTARA;Diabetes Melitus;3015
2021-05-13;SUMATERA UTARA;Diabetes Melitus;3039
2021-05-14;SUMATERA UTARA;Diabetes Melitus;3048
2021-05-16;SUMATERA UTARA;Diabetes Melitus;3063
2021-05-19;SUMATERA UTARA;Diabetes Melitus;3091
2021-05-25;SUMATERA UTARA;Diabetes Melitus;3147
2021-05-26;SUMATERA UTARA;Diabetes Melitus;3156
2021-05-29;SUMATERA UTARA;Diabetes Melitus;3182
2021-05-31;SUMATERA UTARA;Diabetes Melitus;3199
2021-06-02;SUMATERA UTARA;Diabetes Melitus;3218
2021-06-10;SUMATERA UTARA;Diabetes Melitus;3303
2021-06-12;SUMATERA UTARA;Diabetes Melitus;3324
2021-06-13;SUMATERA UTARA;Diabetes Melitus;3331
2021-03-24;ACEH;Jantung Koroner;587
2021-03-28;ACEH;Jantung Koroner;591
2021-04-07;ACEH;Jantung Koroner;599
2021-04-12;ACEH;Jantung Koroner;606
2021-04-15;ACEH;Jantung Koroner;612
2021-04-16;ACEH;Jantung Koroner;613
2021-04-17;ACEH;Jantung Koroner;615
2021-04-18;ACEH;Jantung Koroner;618
2021-04-19;ACEH;Jantung Koroner;619
2021-04-20;ACEH;Jantung Koroner;622
2021-04-21;ACEH;Jantung Koroner;626
2021-04-22;ACEH;Jantung Koroner;631
2021-04-23;ACEH;Jantung Koroner;636
2021-04-24;ACEH;Jantung Koroner;639
2021-04-25;ACEH;Jantung Koroner;641
2021-04-26;ACEH;Jantung Koroner;645
2021-04-27;ACEH;Jantung Koroner;649
2021-04-30;ACEH;Jantung Koroner;663
2021-05-01;ACEH;Jantung Koroner;670
2021-05-02;ACEH;Jantung Koroner;674
2021-05-04;ACEH;Jantung Koroner;683
2021-05-06;ACEH;Jantung Koroner;695
2021-05-08;ACEH;Jantung Koroner;708
2021-05-10;ACEH;Jantung Koroner;714
2021-05-13;ACEH;Jantung Koroner;729
2021-05-14;ACEH;Jantung Koroner;729
2021-05-16;ACEH;Jantung Koroner;735
2021-05-19;ACEH;Jantung Koroner;757
2021-05-25;ACEH;Jantung Koroner;815
2021-05-26;ACEH;Jantung Koroner;831
2021-05-29;ACEH;Jantung Koroner;878
2021-05-31;ACEH;Jantung Koroner;901
2021-06-02;ACEH;Jantung Koroner;914
2021-06-10;ACEH;Jantung Koroner;1010
2021-06-12;ACEH;Jantung Koroner;1033
2021-06-13;ACEH;Jantung Koroner;1043
2021-03-24;BALI;Jantung Koroner;2312
2021-03-28;BALI;Jantung Koroner;2350
2021-04-07;BALI;Jantung Koroner;2463
2021-04-12;BALI;Jantung Koroner;2514
2021-04-15;BALI;Jantung Koroner;2543
2021-04-16;BALI;Jantung Koroner;2555
2021-04-17;BALI;Jantung Koroner;2565
2021-04-18;BALI;Jantung Koroner;2576
2021-04-19;BALI;Jantung Koroner;2585
2021-04-20;BALI;Jantung Koroner;2597
2021-04-21;BALI;Jantung Koroner;2609
2021-04-22;BALI;Jantung Koroner;2619
2021-04-23;BALI;Jantung Koroner;2627
2021-04-24;BALI;Jantung Koroner;2635
2021-04-25;BALI;Jantung Koroner;2639
2021-04-26;BALI;Jantung Koroner;2645
2021-04-27;BALI;Jantung Koroner;2654
2021-04-30;BALI;Jantung Koroner;2680
2021-05-01;BALI;Jantung Koroner;2689
2021-05-02;BALI;Jantung Koroner;2694
2021-05-04;BALI;Jantung Koroner;2709
2021-05-06;BALI;Jantung Koroner;2726
2021-05-08;BALI;Jantung Koroner;2739
2021-05-10;BALI;Jantung Koroner;2750
2021-05-13;BALI;Jantung Koroner;2767
2021-05-14;BALI;Jantung Koroner;2770
2021-05-16;BALI;Jantung Koroner;2777
2021-05-19;BALI;Jantung Koroner;2793
2021-05-25;BALI;Jantung Koroner;2818
2021-05-26;BALI;Jantung Koroner;2822
2021-05-29;BALI;Jantung Koroner;2830
2021-05-31;BALI;Jantung Koroner;2836
2021-06-02;BALI;Jantung Koroner;2839
2021-06-10;BALI;Jantung Koroner;2859
2021-06-12;BALI;Jantung Koroner;2863
2021-06-13;BALI;Jantung Koroner;2865
2021-03-24;BANTEN;Jantung Koroner;2136
2021-03-28;BANTEN;Jantung Koroner;2170
2021-04-07;BANTEN;Jantung Koroner;2672
2021-04-12;BANTEN;Jantung Koroner;2720
2021-04-15;BANTEN;Jantung Koroner;2741
2021-04-16;BANTEN;Jantung Koroner;2750
2021-04-17;BANTEN;Jantung Koroner;2756
2021-04-18;BANTEN;Jantung Koroner;2759
2021-04-19;BANTEN;Jantung Koroner;2764
2021-04-20;BANTEN;Jantung Koroner;2770
2021-04-21;BANTEN;Jantung Koroner;2774
2021-04-22;BANTEN;Jantung Koroner;2781
2021-04-23;BANTEN;Jantung Koroner;2791
2021-04-24;BANTEN;Jantung Koroner;2794
2021-04-25;BANTEN;Jantung Koroner;2799
2021-04-26;BANTEN;Jantung Koroner;2812
2021-04-27;BANTEN;Jantung Koroner;2826
2021-04-30;BANTEN;Jantung Koroner;2841
2021-05-01;BANTEN;Jantung Koroner;2844
2021-05-02;BANTEN;Jantung Koroner;2847
2021-05-04;BANTEN;Jantung Koroner;2861
2021-05-06;BANTEN;Jantung Koroner;2870
2021-05-08;BANTEN;Jantung Koroner;2879
2021-05-10;BANTEN;Jantung Koroner;2888
2021-05-13;BANTEN;Jantung Koroner;2898
2021-05-14;BANTEN;Jantung Koroner;2900
2021-05-16;BANTEN;Jantung Koroner;2906
2021-05-19;BANTEN;Jantung Koroner;2914
2021-05-25;BANTEN;Jantung Koroner;2937
2021-05-26;BANTEN;Jantung Koroner;2940
2021-05-29;BANTEN;Jantung Koroner;2957
2021-05-31;BANTEN;Jantung Koroner;2969
2021-06-02;BANTEN;Jantung Koroner;2980
2021-06-10;BANTEN;Jantung Koroner;3035
2021-06-12;BANTEN;Jantung Koroner;3060
2021-06-13;BANTEN;Jantung Koroner;3072
2021-03-24;BENGKULU;Jantung Koroner;319
2021-03-28;BENGKULU;Jantung Koroner;322
2021-04-07;BENGKULU;Jantung Koroner;337
2021-04-12;BENGKULU;Jantung Koroner;348
2021-04-15;BENGKULU;Jantung Koroner;353
2021-04-16;BENGKULU;Jantung Koroner;357
2021-04-17;BENGKULU;Jantung Koroner;360
2021-04-18;BENGKULU;Jantung Koroner;365
2021-04-19;BENGKULU;Jantung Koroner;367
2021-04-20;BENGKULU;Jantung Koroner;370
2021-04-21;BENGKULU;Jantung Koroner;375
2021-04-22;BENGKULU;Jantung Koroner;376
2021-04-23;BENGKULU;Jantung Koroner;382
2021-04-24;BENGKULU;Jantung Koroner;384
2021-04-25;BENGKULU;Jantung Koroner;391
2021-04-26;BENGKULU;Jantung Koroner;394
2021-04-27;BENGKULU;Jantung Koroner;398
2021-04-30;BENGKULU;Jantung Koroner;407
2021-05-01;BENGKULU;Jantung Koroner;413
2021-05-02;BENGKULU;Jantung Koroner;418
2021-05-04;BENGKULU;Jantung Koroner;421
2021-05-06;BENGKULU;Jantung Koroner;426
2021-05-08;BENGKULU;Jantung Koroner;435
2021-05-10;BENGKULU;Jantung Koroner;438
2021-05-13;BENGKULU;Jantung Koroner;444
2021-05-14;BENGKULU;Jantung Koroner;446
2021-05-16;BENGKULU;Jantung Koroner;447
2021-05-19;BENGKULU;Jantung Koroner;450
2021-05-25;BENGKULU;Jantung Koroner;468
2021-05-26;BENGKULU;Jantung Koroner;469
2021-05-29;BENGKULU;Jantung Koroner;479
2021-05-31;BENGKULU;Jantung Koroner;484
2021-06-02;BENGKULU;Jantung Koroner;488
2021-06-10;BENGKULU;Jantung Koroner;507
2021-06-12;BENGKULU;Jantung Koroner;514
2021-06-13;BENGKULU;Jantung Koroner;520
2021-03-24;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;1923
2021-03-28;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;1969
2021-04-07;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2087
2021-04-12;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2143
2021-04-15;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2188
2021-04-16;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2201
2021-04-17;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2210
2021-04-18;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2219
2021-04-19;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2229
2021-04-20;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2242
2021-04-21;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2255
2021-04-22;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2271
2021-04-23;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2279
2021-04-24;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2288
2021-04-25;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2301
2021-04-26;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2312
2021-04-27;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2322
2021-04-30;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2371
2021-05-01;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2379
2021-05-02;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2389
2021-05-04;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2408
2021-05-06;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2436
2021-05-08;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2455
2021-05-10;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2472
2021-05-13;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2501
2021-05-14;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2507
2021-05-16;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2520
2021-05-19;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2551
2021-05-25;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2619
2021-05-26;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2630
2021-05-29;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2665
2021-05-31;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2685
2021-06-02;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2714
2021-06-10;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2846
2021-06-12;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2897
2021-06-13;DAERAH ISTIMEWA YOGYAKARTA;Jantung Koroner;2925
2021-03-24;DKI JAKARTA;Jantung Koroner;22426
2021-03-28;DKI JAKARTA;Jantung Koroner;22781
2021-04-07;DKI JAKARTA;Jantung Koroner;23300
2021-04-12;DKI JAKARTA;Jantung Koroner;23597
2021-04-15;DKI JAKARTA;Jantung Koroner;23767
2021-04-16;DKI JAKARTA;Jantung Koroner;23825
2021-04-17;DKI JAKARTA;Jantung Koroner;23888
2021-04-18;DKI JAKARTA;Jantung Koroner;23945
2021-04-19;DKI JAKARTA;Jantung Koroner;24003
2021-04-20;DKI JAKARTA;Jantung Koroner;24030
2021-04-21;DKI JAKARTA;Jantung Koroner;24067
2021-04-22;DKI JAKARTA;Jantung Koroner;24143
2021-04-23;DKI JAKARTA;Jantung Koroner;24196
2021-04-24;DKI JAKARTA;Jantung Koroner;24250
2021-04-25;DKI JAKARTA;Jantung Koroner;24304
2021-04-26;DKI JAKARTA;Jantung Koroner;24349
2021-04-27;DKI JAKARTA;Jantung Koroner;24372
2021-04-30;DKI JAKARTA;Jantung Koroner;24517
2021-05-01;DKI JAKARTA;Jantung Koroner;24573
2021-05-02;DKI JAKARTA;Jantung Koroner;24624
2021-05-04;DKI JAKARTA;Jantung Koroner;24694
2021-05-06;DKI JAKARTA;Jantung Koroner;24799
2021-05-08;DKI JAKARTA;Jantung Koroner;24890
2021-05-10;DKI JAKARTA;Jantung Koroner;24980
2021-05-13;DKI JAKARTA;Jantung Koroner;25091
2021-05-14;DKI JAKARTA;Jantung Koroner;25129
2021-05-16;DKI JAKARTA;Jantung Koroner;25152
2021-05-19;DKI JAKARTA;Jantung Koroner;25228
2021-05-25;DKI JAKARTA;Jantung Koroner;25513
2021-05-26;DKI JAKARTA;Jantung Koroner;25550
2021-05-29;DKI JAKARTA;Jantung Koroner;25696
2021-05-31;DKI JAKARTA;Jantung Koroner;25804
2021-06-02;DKI JAKARTA;Jantung Koroner;25871
2021-06-10;DKI JAKARTA;Jantung Koroner;26433
2021-06-12;DKI JAKARTA;Jantung Koroner;26718
2021-06-13;DKI JAKARTA;Jantung Koroner;26884
2021-03-24;GORONTALO;Jantung Koroner;305
2021-03-28;GORONTALO;Jantung Koroner;307
2021-04-07;GORONTALO;Jantung Koroner;314
2021-04-12;GORONTALO;Jantung Koroner;315
2021-04-15;GORONTALO;Jantung Koroner;318
2021-04-16;GORONTALO;Jantung Koroner;318
2021-04-17;GORONTALO;Jantung Koroner;319
2021-04-18;GORONTALO;Jantung Koroner;319
2021-04-19;GORONTALO;Jantung Koroner;319
2021-04-20;GORONTALO;Jantung Koroner;320
2021-04-21;GORONTALO;Jantung Koroner;320
2021-04-22;GORONTALO;Jantung Koroner;320
2021-04-23;GORONTALO;Jantung Koroner;320
2021-04-24;GORONTALO;Jantung Koroner;321
2021-04-25;GORONTALO;Jantung Koroner;321
2021-04-26;GORONTALO;Jantung Koroner;321
2021-04-27;GORONTALO;Jantung Koroner;321
2021-04-30;GORONTALO;Jantung Koroner;324
2021-05-01;GORONTALO;Jantung Koroner;324
